0.0,-0.0069769031541238565,-3.007246810582942,-6.000125372471716
0.0,-0.00697684071826476,-3.0072469092634866,-6.0000676354137825
0.375,-0.006956169873138068,-3.0072278283745777,-6.0000203161196985
0.75,-0.006928733472802543,-3.007202902207767,-5.9999801149503
1.125,-0.006899390577496549,-3.007176433055922,-5.999944609025915
1.5,-0.00686990208316749,-3.0071499118792935,-5.999912354102182
1.875,-0.006840905366165649,-3.007123863359758,-5.999882492981084
2.25,-0.006812614654146139,-3.0070984586244514,-5.999854492441948
2.625,-0.006785081778868388,-3.0070737352023325,-5.999827999859726
3.0,-0.00675829675548369,-3.007049680345481,-5.9998027677102685
3.375,-0.006732227585076424,-3.007026263866759,-5.999778613083208
3.75,-0.006706836128590317,-3.0070034512700587,-5.999755395154777
4.124999999999999,-0.006682084271583601,-3.006981208820263,-5.999733002076025
4.5,-0.006657936083623089,-3.006959505226685,-5.999711342947343
4.875,-0.006634358341412703,-3.0069383119228257,-5.999690342635825
5.25,-0.006611320423604853,-3.0069176028159434,-5.999669938245248
5.624999999999999,-0.006588794007307832,-3.0068973538920565,-5.999650076592133
6.0,-0.006566752743256849,-3.0068775428371723,-5.9996307123270345
6.375,-0.006545171974367123,-3.0068581487305717,-5.999611806492489
6.75,-0.006524028513418669,-3.006839151818582,-5.99959332539158
7.124999999999999,-0.006503300475705643,-3.006820533358043,-5.9995752396867355
7.5,-0.006482967155868005,-3.00680227551306,-5.9995575236745315
7.875,-0.006463008937362931,-3.0067843612890686,-5.9995401546979625
8.249999999999998,-0.006443407224579995,-3.006766774491041,-5.99952311266757
8.625,-0.006424144389801119,-3.006749499695912,-5.999506379669536
9.0,-0.006405203729328658,-3.006732522232298,-5.99948993964363
9.375,-0.006386569424880992,-3.00671582816296,-5.999473778117505
9.75,-0.00636822650772665,-3.006699404267283,-5.99945788198652
10.125,-0.006350160824029299,-3.0066832380222825,-5.999442239330503
10.5,-0.0063323590005733765,-3.006667317581533,-5.999426839260518
10.875,-0.0063148084105036075,-3.006651631751921,-5.9994116717901
11.249999999999998,-0.006297497139003006,-3.0066361699684747,-5.999396727726507
11.625,-0.0062804139490041395,-3.0066209222676465,-5.999381998578392
12.0,-0.0062635482471156915,-3.006605879259522,-5.999367476477029
12.375,-0.006246890049979624,-3.0065910320994096,-5.999353154108744
12.75,-0.006230429951273572,-3.0065763724592327,-5.999339024656684
13.125,-0.0062141590895533425,-3.006561892499096,-5.999325081750376
13.5,-0.006198069117100339,-3.006547584839332,-5.999311319421851
13.874999999999998,-0.006182152169905035,-3.0065334425332746,-5.99929773206729
14.249999999999998,-0.006166400838884372,-3.0065194590409487,-5.999284314413376
14.625,-0.0061508081423995295,-3.006505628203818,-5.999271061487644
15.0,-0.006135367500113208,-3.006491944220677,-5.999257968592272
15.375,-0.006120072708201804,-3.0064784016247557,-5.9992450312808225
15.75,-0.00610491791591841,-3.0064649952620615,-5.9992322453375335
16.125,-0.006089897603486771,-3.006451720270954,-5.999219606758842
16.499999999999996,-0.006075006561293983,-3.006438572062956,-5.999207111736828
16.875,-0.006060239870340402,-3.0064255463047482,-5.999194756644356
17.25,-0.00604559288389833,-3.006412638901335,-5.999182538021703
17.625,-0.00603106121032657,-3.0063998459803067,-5.999170452564488
18.0,-0.006016640696984823,-3.0063871638771698,-5.999158497112765
18.375,-0.006002327415190584,-3.0063745891216715,-5.999146668641125
18.75,-0.0059881176461607745,-3.0063621184250784,-5.9991349642497225
19.125,-0.005974007867880873,-3.006349748668337,-5.999123381156097
19.5,-0.005959994742845491,-3.0063374768910727,-5.999111916687719
19.875,-0.005946075106616186,-3.0063253002813686,-5.999100568275184
20.25,-0.005932245957144057,-3.006313216166266,-5.999089333445975
20.625,-0.005918504444807331,-3.0063012220029446,-5.999078209818756
21.0,-0.0059048478631162915,-3.006289315370533,-5.999067195098111
21.375,-0.005891273640040674,-3.0062774939624988,-5.999056287069722
21.75,-0.005877779329916995,-3.0062657555795815,-5.999045483595914
22.125,-0.005864362605895967,-3.0062540981232293,-5.999034782611542
22.499999999999996,-0.00585102125289262,-3.0062425195894926,-5.9990241821201895
22.874999999999996,-0.005837753161003997,-3.006231018063357,-5.999013680190646
23.25,-0.005824556319361895,-3.0062195917134646,-5.999003274953641
23.625,-0.0058114288103899925,-3.0062082387872078,-5.998992964598803
24.0,-0.005798368804437051,-3.0061969576061616,-5.9989827473718345
24.375,-0.00578537455475979,-3.0061857465618287,-5.998972621571878
24.75,-0.005772444392830805,-3.0061746041116764,-5.998962585549053
25.124999999999996,-0.005759576723948796,-3.006163528775441,-5.998952637702161
25.5,-0.005746770023129921,-3.0061525191316836,-5.998942776476527
25.874999999999996,-0.005734022831260627,-3.0061415738145683,-5.998933000361984
26.25,-0.0057213337514937235,-3.0061306915108625,-5.998923307890978
26.625,-0.005708701445870915,-3.0061198709571264,-5.9989136976367865
27.0,-0.005696124632155963,-3.00610911093709,-5.998904168211839
27.375,-0.005683602080864179,-3.0060984102791934,-5.998894718266142
